gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4536891510	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_143453_43	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.620Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891509	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07MARTIN_113131_35	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.585Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891508	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230918_IAS05_142330_19	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638832	-1.200122	10.0		31.0	1.0			2023-09-18	18	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.585Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891507	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07MARTIN_112027_17	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.091Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891506	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07_111104_33	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.875Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891505	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_143518_44	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.674Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891504	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08_141000_39	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.585Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891503	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08_140023_23	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.090Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891502	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230918_IAS05_142428_21	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638832	-1.200122	10.0		31.0	1.0			2023-09-18	18	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.402Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891501	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_143914_53	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891500	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230918_IAS06_152416_11	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638973	-1.196058	10.0		33.0	0.0			2023-09-18	18	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.677Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891499	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_142618_28	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.585Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891498	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_141945_15	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.315Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891497	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07_111039_32	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.225Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891496	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07_110810_26	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.948Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891495	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230918_IAS02_102050_13	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.64181	-1.259008	10.0		19.0	1.0			2023-09-18	18	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.614Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891494	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07MARTIN_112820_29	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.582Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891493	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_144947_76	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.109Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891492	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS09MARTIN_163204_22	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.6395	-1.161365	10.0		51.5	1.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.542Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891491	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS09MARTIN_164413_44	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.6395	-1.161365	10.0		51.5	1.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.676Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891490	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_141746_10	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.619Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891489	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_141851_12	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.226Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891488	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230918_IAS01_093202_11	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.62556	-1.282142	10.0		9.5	0.5			2023-09-18	18	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.538Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891487	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230918_IAS06_153316_21	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638973	-1.196058	10.0		33.0	0.0			2023-09-18	18	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.807Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891486	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS09_162139_41	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.6395	-1.161365	10.0		51.5	1.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.026Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891485	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08_135822_21	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.614Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891484	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_145108_79	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.386Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891483	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07MARTIN_111546_10	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.023Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891482	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_142700_30	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.081Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891481	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08_140259_30	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.741Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891480	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS07MARTIN_113154_36	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.638214	-1.191269	10.0		36.5	0.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.059Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891479	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08_140926_38	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.188Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891478	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_142414_24	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.106Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891477	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_144808_72	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:10.673Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891476	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08MARTIN_143613_46	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.865Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891475	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS09_161648_33	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.6395	-1.161365	10.0		51.5	1.5			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:08.684Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4536891474	5ea28eaa-7e0c-417c-b525-9c737d18823f	20230919_IAS08_135415_11	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	48.637566	-1.179563	10.0		40.0	1.0			2023-09-19	19	9	2023	7595433	7595433	HUMAN_OBSERVATION							CC_BY_4_0				native	2024-04-29T09:17:09.995Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
