gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3710275313	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210916_BRESLE_SAT_MARAIS_141017_18	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2021-09-16	16	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.767Z		CONTINENT_DERIVED_FROM_COORDINATES
3710275312	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210916_BRESLE_SAT_MARAIS_135628_11	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2021-09-16	16	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.702Z		CONTINENT_DERIVED_FROM_COORDINATES
3710275311	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210917_BRESLE_SAT_KEIVAN_BRAS_RENAT_095702_22	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2021-09-17	17	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.615Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3710275310	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210917_BRESLE_SAT_KEIVAN_BRAS_RENAT_095834_24	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2021-09-17	17	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.604Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3710275309	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210917_BRESLE_SAT_KEIVAN_BRAS_RENAT_100240_30	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2021-09-17	17	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.560Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3710275308	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210915_BRESLE_SAT_AMT_CONF_MARNONETTE_093314_12	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	49.93624	1.620532	10.0		44.8	0.0			2021-09-15	15	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.406Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3710275307	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210917_BRESLE_SAT_KEIVAN_BRAS_RENAT_095618_21	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2021-09-17	17	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.324Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3710275306	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210917_BRESLE_SAT_KEIVAN_BRAS_RENAT_100200_29	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2021-09-17	17	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.306Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3710275305	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210916_BRESLE_SAT_MARAIS_140403_14	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2021-09-16	16	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.295Z		CONTINENT_DERIVED_FROM_COORDINATES
3710275304	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210916_BRESLE_SAT_MARAIS_135436_10	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2021-09-16	16	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.277Z		CONTINENT_DERIVED_FROM_COORDINATES
3710275303	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210916_BRESLE_SAT_MARAIS_141232_19	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2021-09-16	16	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.138Z		CONTINENT_DERIVED_FROM_COORDINATES
3710275302	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210915_BRESLE_SAT_PRE_FERME_GAUCHE_IAS_131200	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			ABSENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	49.963947	1.577406	10.0		34.0	0.0			2021-09-15	15	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.109Z		CONTINENT_DERIVED_FROM_COORDINATES
3710275301	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20210917_BRESLE_SAT_KEIVAN_BRAS_RENAT_095229_16	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2021-09-17	17	9	2021	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.091Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780321	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_101847_34	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:16.056Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780320	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_093908_11	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:16.054Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780319	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_102027_35	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.984Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780318	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_102521_39	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.973Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780317	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200909_BRESLE_SAT_MARAIS_093633_11	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2020-09-09	9	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.951Z		CONTINENT_DERIVED_FROM_COORDINATES
3110780316	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_094447_13	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.890Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780315	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_100032_22	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.862Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780314	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_100844_28	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.848Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780313	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_095147_17	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.833Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780312	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_095438_18	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.737Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780311	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_102401_38	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.711Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780310	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_095616_19	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.691Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780309	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_093515_10	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.672Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780308	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_102304_37	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.651Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780307	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_100151_23	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.370Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780306	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_094206_12	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.366Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780305	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200909_BRESLE_SAT_MARAIS_093846_12	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2020-09-09	9	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.336Z		CONTINENT_DERIVED_FROM_COORDINATES
3110780304	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200909_BRESLE_SAT_MARAIS_094124_14	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2020-09-09	9	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.250Z		CONTINENT_DERIVED_FROM_COORDINATES
3110780303	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200909_BRESLE_SAT_MARAIS_094747_19	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2020-09-09	9	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.225Z		CONTINENT_DERIVED_FROM_COORDINATES
3110780302	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_095728_20	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.191Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
3110780301	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20200908_BRESLE_SAT_KEIVAN_BRAS_RENATU_101738_33	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.02353	1.488591	10.0		12.6	0.0			2020-09-08	8	9	2020	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.159Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
2571295002	2a4fd70a-468d-4af6-8ff3-d81adefb79f6	20190918_BRESLE_SAT_MARAIS_101055	Animalia	Chordata		Salmoniformes	Salmonidae	Salmo	Salmo salar		SPECIES	Salmo salar Linnaeus, 1758	Salmo salar		FR			PRESENT		7c4f3b54-fc4b-42f3-a664-3ca93d12e10f	50.0157	1.5065	10.0		16.5	0.0			2019-09-18	18	9	2019	7595433	7595433	HUMAN_OBSERVATION							CC_BY_NC_4_0				native	2024-04-29T09:26:15.628Z		CONTINENT_DERIVED_FROM_COORDINATES
